#融资时间,融资公司,公司的种类,融资的轮次,公司地址,融资金额, 投资方（以空格分割),链接
2016.4.4,壹动金融(10贷款),金融,天使轮,湖北,数百万人民币,投资方未透露,https://www.itjuzi.com/investevents/16025
2016.4.4,蓝分期,金融,天使轮,北京,1000万人民币,投资方未透露,https://www.itjuzi.com/investevents/18002
2016.4.3,云莱坞,文化娱乐,Pre-A轮,北京,数千万人民币,英诺天使基金,https://www.itjuzi.com/investevents/16021
2016.4.2,LinkDoc零氪科技,医疗健康,B轮,北京,数千万美元,宽带资本CBC 汇桥资本 千骥资本 NEA恩颐投资,https://www.itjuzi.com/investevents/16004
2016.4.2,浙商银行,金融,战略投资,浙江,3000万美元,蚂蚁金服(阿里巴巴),https://www.itjuzi.com/investevents/16028
2016.4.2,NihaoPay,金融,Pre-A轮,北京,350万美元,RRE Ventures,https://www.itjuzi.com/investevents/16176
2016.4.2,易到家科技,本地生活,天使轮,北京,数百万人民币,风云资本,https://www.itjuzi.com/investevents/16728
2016.4.1,早道日语网校(早道网校),教育,A轮,辽宁,1500万人民币,欢聚时代(YY多玩) 华创资本,https://www.itjuzi.com/investevents/15982
2016.4.1,EEGSmart云睿智能,硬件,Pre-A轮,广东,未透露,深圳前海投资,https://www.itjuzi.com/investevents/15988
2016.4.1,橙子映像,文化娱乐,A轮,天津,数千万人民币,苏宁 光线传媒,https://www.itjuzi.com/investevents/15989
2016.4.1,跑哪儿,体育运动,天使轮,北京,数百万人民币,优客工场 领势投资 华的艺术投资,https://www.itjuzi.com/investevents/15994
2016.4.1,如此挑食,本地生活,天使轮,福建,数百万人民币,易云投资,https://www.itjuzi.com/investevents/16002
2016.4.1,西狗国际(西狗全球购),电子商务,Pre-A轮,浙江,数千万人民币,天使投资人王刚,https://www.itjuzi.com/investevents/16003
2016.4.1,二月丫头Q丸鱼丸,本地生活,A轮,安徽,1000万人民币,德盛实业,https://www.itjuzi.com/investevents/16005
2016.4.1,虫洞金融,金融,Pre-A轮,上海,数千万人民币,长石资本,https://www.itjuzi.com/investevents/16029
2016.4.1,拍库网,电子商务,天使轮,北京,数百万人民币,创客100基金,https://www.itjuzi.com/investevents/16030
2016.4.1,roobo智能管家,硬件,A轮,北京,数千万人民币,科大讯飞,https://www.itjuzi.com/investevents/16077
2016.4.1,九道妖,文化娱乐,天使轮,上海,数百万人民币,互联网电影集团IFG,https://www.itjuzi.com/investevents/16290
2016.4.1,井荥机器人,硬件,天使轮,上海,数百万人民币,上海掌门科技,https://www.itjuzi.com/investevents/16436
2016.4.1,球商科技,体育运动,A轮,北京,1000万人民币,民享财富(民享投资) 云起资本,https://www.itjuzi.com/investevents/16603
2016.4.1,有马体育,体育运动,天使轮,上海,数百万人民币,高樟资本,https://www.itjuzi.com/investevents/16646
2016.4.1,深圳一电航空,硬件,A轮,广东,数千万人民币,深创投,https://www.itjuzi.com/investevents/16670
2016.4.1,咦哈旅行,旅游,天使轮,北京,未透露,孝昌水木投资(唐彬森),https://www.itjuzi.com/investevents/16697
2016.4.1,乐骑,体育运动,Pre-A轮,安徽,未透露,投资方未透露,https://www.itjuzi.com/investevents/16795
2016.4.1,丁盯智能 -云丁网络,硬件,B轮,北京,数千万人民币,复星昆仲,https://www.itjuzi.com/investevents/16797
2016.4.1,态客,旅游,Pre-A轮,北京,1000万人民币,阿米巴资本,https://www.itjuzi.com/investevents/17044
2016.4.1,河马牙医,医疗健康,天使轮,上海,500万人民币,北辰星资本,https://www.itjuzi.com/investevents/17179
2016.4.1,FitTime即刻运动,体育运动,B轮,上海,数千万人民币,投资方未透露,https://www.itjuzi.com/investevents/17295
2016.4.1,云账户,金融,Pre-A轮,北京,1000万人民币,投资方未透露,https://www.itjuzi.com/investevents/17404
2016.4.1,InStreet,社交网络,天使轮,北京,数百万人民币,盈动投资(盈开投资),https://www.itjuzi.com/investevents/17547
2016.4.1,云上会,本地生活,Pre-A轮,广东,2100万人民币,戈壁投资 松禾资本,https://www.itjuzi.com/investevents/17596
2016.4.1,跑嗨乐,文化娱乐,Pre-A轮,上海,数百万人民币,金科君创,https://www.itjuzi.com/investevents/17697
2016.4.1,iCreator,企业服务,天使轮,四川,1000万人民币,松禾资本 真顺基金,https://www.itjuzi.com/investevents/17735
2016.4.1,红领军,企业服务,天使轮,上海,200万人民币,沃珑港资本,https://www.itjuzi.com/investevents/17739
2016.4.1,捞月狗,游戏,B轮,海南,数千万人民币,酉金资本,https://www.itjuzi.com/investevents/17851
2016.4.1,积木家,房产服务,天使轮,四川,300万人民币,投资方未透露,https://www.itjuzi.com/investevents/18116
2016.4.1,金融魔方,金融,A轮,北京,1000万人民币,投资方未透露,https://www.itjuzi.com/investevents/18130
2016.4.1,交流通,教育,种子轮,浙江,100万人民币,杭州欧丰科技有限公司,https://www.itjuzi.com/investevents/18177
2016.4.1,妍丽化妆品,电子商务,A轮,广东,数千万美元,今日资本,https://www.itjuzi.com/investevents/18294
2016.3.31,车涯互动P-GEAR,汽车交通,天使轮,广东,数百万人民币,云九,https://www.itjuzi.com/investevents/17682
2016.3.31,百度外卖,本地生活,B轮,北京,亿元及以上美元,投资方未透露,https://www.itjuzi.com/investevents/13287
2016.3.31,有料网,电子商务,A轮,上海,3000万人民币,复星昆仲,https://www.itjuzi.com/investevents/15481
2016.3.31,小红书,电子商务,C轮,上海,1亿美元,腾讯 元生资本 天图资本,https://www.itjuzi.com/investevents/15938
2016.3.31,听闻APP,文化娱乐,Pre-A轮,福建,1000万人民币,梅花天使创投,https://www.itjuzi.com/investevents/15939
2016.3.31,泡果网,企业服务,Pre-A轮,福建,1000万人民币,梅花天使创投,https://www.itjuzi.com/investevents/15941
2016.3.31,衣换衣,本地生活,天使轮,湖北,500万人民币,斑马快跑,https://www.itjuzi.com/investevents/15942
2016.3.31,腾跃校长社区,教育,A轮,北京,1500万人民币,好未来(学而思) 卓越教育;高思教育,https://www.itjuzi.com/investevents/15943
2016.3.31,跑IN中国,体育运动,天使轮,浙江,数千万人民币,投资方未透露,https://www.itjuzi.com/investevents/15954
2016.3.31,优医CARE(优医康爱),医疗健康,A轮,上海,1200万人民币,金茂资本,https://www.itjuzi.com/investevents/15955
2016.3.31,壹晨仟阳Wonderland,游戏,Pre-A轮,浙江,1300万人民币,隆领投资 神州泰岳(泰岳梧桐) 初心资本,https://www.itjuzi.com/investevents/15956
2016.3.31,喜天影视,文化娱乐,战略投资,北京,8000万人民币,光线传媒,https://www.itjuzi.com/investevents/15957
2016.3.31,美着呢(美到家),本地生活,B轮,北京,1000万美元,美图秀秀,https://www.itjuzi.com/investevents/15958
2016.3.31,乐驰金服,金融,A轮,北京,数千万人民币,禾生资本,https://www.itjuzi.com/investevents/15980
2016.3.31,爱听卓乐Ultimate,文化娱乐,A轮,广东,数千万美元,中科乐创,https://www.itjuzi.com/investevents/16070
2016.3.31,情非得已,社交网络,天使轮,北京,数百万人民币,真格基金,https://www.itjuzi.com/investevents/16228
2016.3.31,爱度网,本地生活,新三板,北京,未透露,投资方未透露,https://www.itjuzi.com/investevents/16613
2016.3.31,出国邦,金融,A轮,北京,1500万人民币,华智汇金创投基金,https://www.itjuzi.com/investevents/16732
2016.3.31,合享新创,企业服务,A轮,北京,数千万人民币,投资方未透露,https://www.itjuzi.com/investevents/16766
2016.3.30,大气候农业,企业服务,天使轮,广东,2000万人民币,前海汇升资本,https://www.itjuzi.com/investevents/15919
2016.3.30,良食网,电子商务,战略投资,广东,数千万人民币,中粮我买网,https://www.itjuzi.com/investevents/15920
2016.3.30,鲨鱼公园SHARKPARK,教育,A+轮,北京,数千万人民币,清科创投 好未来(学而思) 凯旋创投,https://www.itjuzi.com/investevents/15921
2016.3.30,泥泞跑MudRun(史克浪体育),体育运动,天使轮,北京,1000万人民币,洪泰基金 娱乐工场,https://www.itjuzi.com/investevents/15923
2016.3.30,果麦文化,文化娱乐,B轮,浙江,8500万人民币,孚惠资本(华谊兄弟) 华盖资本 小村资本,https://www.itjuzi.com/investevents/15932
2016.3.30,科瓴医疗,医疗健康,A轮,上海,数千万人民币,盈科资本 永太科技 永太科技,https://www.itjuzi.com/investevents/15933
2016.3.30,宜和宜美,房产服务,A轮,山东,5000万人民币,投资方未透露,https://www.itjuzi.com/investevents/15934
2016.3.30,酷乐互娱,文化娱乐,A轮,广东,未透露,赛富基金,https://www.itjuzi.com/investevents/15935
2016.3.30,EventBank捷会易,企业服务,A轮,北京,3000万人民币,用友幸福投资 复祥投资,https://www.itjuzi.com/investevents/15936
2016.3.30,极客未来(未来智选),硬件,A轮,北京,1000万美元,全盛资本(全盛金控),https://www.itjuzi.com/investevents/16276
2016.3.30,门派,社交网络,A轮,江苏,数千万人民币,三六五网络,https://www.itjuzi.com/investevents/16324
2016.3.30,友衷科技,汽车交通,天使轮,上海,数百万人民币,真格基金,https://www.itjuzi.com/investevents/16440
2016.3.30,如医医生,医疗健康,B轮,上海,数千万人民币,盛山资产,https://www.itjuzi.com/investevents/16573
2016.3.30,微中医,医疗健康,A轮,广东,1000万人民币,凯盈资本,https://www.itjuzi.com/investevents/16574
2016.3.30,Via人物,文化娱乐,天使轮,上海,数百万人民币,36氪,https://www.itjuzi.com/investevents/17168
2016.3.30,大众迷你仓,物流,新三板,广东,未透露,投资方未透露,https://www.itjuzi.com/investevents/17863
2016.3.29,亿欧网,文化娱乐,A+轮,北京,数千万人民币,盛景网联(盛景嘉成) 高榕资本Banyan Fund 乔景资本 迭代资本,https://www.itjuzi.com/investevents/15890
2016.3.29,华润万里云医疗,医疗健康,A轮,北京,2.25亿人民币,阿里健康(阿里巴巴),https://www.itjuzi.com/investevents/15891
2016.3.29,掌门1对1(翼师网络),教育,B轮,上海,数千万人民币,达晨创投 顺为基金,https://www.itjuzi.com/investevents/15901
2016.3.29,好租网,房产服务,A轮,北京,2.5亿人民币,黑洞投资 JOY Capital愉悦资本 北极光创投,https://www.itjuzi.com/investevents/15902
2016.3.29,多啦衣梦,电子商务,A轮,四川,4800万人民币,投资方未透露,https://www.itjuzi.com/investevents/15905
2016.3.29,天天果园,电子商务,D轮,上海,亿元及以上美元,投资方未透露,https://www.itjuzi.com/investevents/15908
2016.3.29,婚礼纪,本地生活,B+轮,浙江,3000万美元,复星昆仲 经纬中国 祥峰投资Vertex,https://www.itjuzi.com/investevents/15909
2016.3.29,U掌柜,电子商务,B轮,浙江,3000万美元,峰尚资本 今日资本,https://www.itjuzi.com/investevents/15910
2016.3.29,星云Nebula,硬件,A轮,浙江,数千万人民币,华睿投资 银江股份(银江资本) 如山创投 云椿资本,https://www.itjuzi.com/investevents/15911
2016.3.29,海上鲜,电子商务,天使轮,浙江,数千万人民币,北斗星通集团,https://www.itjuzi.com/investevents/15912
2016.3.29,车木曹,汽车交通,天使轮,北京,数百万人民币,孝昌水木投资(唐彬森),https://www.itjuzi.com/investevents/15913
2016.3.29,东拼西购,广告营销,天使轮,上海,250万人民币,投资方未透露,https://www.itjuzi.com/investevents/15914
2016.3.29,映墨科技,硬件,A轮,浙江,数千万人民币,华睿投资 银江股份(银江资本) 云椿资本 如山创投,https://www.itjuzi.com/investevents/15918
2016.3.29,特微特,企业服务,A轮,北京,2510万人民币,莱茵体育,https://www.itjuzi.com/investevents/15922
2016.3.29,UU客,旅游,Pre-A轮,北京,数百万人民币,朗玛峰创投,https://www.itjuzi.com/investevents/16217
2016.3.29,乐驾科技-车萝卜CarRobot,汽车交通,B轮,北京,未透露,雅瑞天使,https://www.itjuzi.com/investevents/16238
2016.3.28,小鹏汽车,汽车交通,A轮,广东,4200万美元,投资方未透露,https://www.itjuzi.com/investevents/12513
2016.3.28,超级猩猩Supermonkey,体育运动,A轮,广东,数千万人民币,复星昆仲,https://www.itjuzi.com/investevents/15869
2016.3.28,易果生鲜,电子商务,C轮,上海,2.6亿美元,KKR 阿里巴巴,https://www.itjuzi.com/investevents/15870
2016.3.28,大账房,企业服务,A轮,北京,7500万人民币,人人公司,https://www.itjuzi.com/investevents/15871
2016.3.28,海淘天堂,电子商务,A轮,北京,数千万人民币,华滨创投 越榕资本,https://www.itjuzi.com/investevents/15872
2016.3.28,车蛙,汽车交通,Pre-A轮,浙江,未透露,慧鑫泉投资,https://www.itjuzi.com/investevents/15875
2016.3.28,未名企鹅,医疗健康,天使轮,北京,数千万人民币,经纬中国,https://www.itjuzi.com/investevents/15877
2016.3.28,虾米厨房,本地生活,天使轮,江苏,数百万人民币,投资方未透露,https://www.itjuzi.com/investevents/15879
2016.3.28,二次云,文化娱乐,天使轮,上海,数百万人民币,险峰长青(险峰华兴) 德沃基金,https://www.itjuzi.com/investevents/15880
2016.3.28,Morningo围兜,电子商务,天使轮,湖北,200万人民币,投资方未透露,https://www.itjuzi.com/investevents/15882
2016.3.28,大大买钢网,电子商务,Pre-A轮,湖南,5000万人民币,启赋资本,https://www.itjuzi.com/investevents/15886
2016.3.28,住范儿,房产服务,天使轮,北京,数百万人民币,创新工场,https://www.itjuzi.com/investevents/16231
2016.3.28,Close A两颗松果,金融,天使轮,北京,数百万人民币,盐光加速器,https://www.itjuzi.com/investevents/16379
2016.3.28,每日视界,文化娱乐,IPO上市后,北京,数千万人民币,Star VC,https://www.itjuzi.com/investevents/16480
2016.3.28,钛媒体,文化娱乐,战略投资,北京,数千万人民币,盛大集团 奇虎360 用友幸福投资 云起资本,https://www.itjuzi.com/investevents/16599
2016.3.28,美美买车,汽车交通,天使轮,北京,数百万人民币,108度资本,https://www.itjuzi.com/investevents/17388
2016.3.28,群英荟影业,文化娱乐,A轮,北京,数千万人民币,58同城,https://www.itjuzi.com/investevents/18157
2016.3.27,乐视体育,体育运动,B轮,北京,80亿人民币,海航资本 凯撒股份,https://www.itjuzi.com/investevents/14950
2016.3.27,喵咚家,房产服务,天使轮,江苏,4000万人民币,投资方未透露,https://www.itjuzi.com/investevents/16507
2016.3.26,微赛体育,体育运动,A轮,北京,未透露,华人文化产业基金 腾讯 中国文化产业投资基金 君联资本 时尚传媒 500彩票网,https://www.itjuzi.com/investevents/15829
2016.3.25,奇境森林,游戏,天使轮,广东,数百万人民币,杭州集素资本,https://www.itjuzi.com/investevents/15798
2016.3.25,互融CLUB,金融,A轮,上海,数千万人民币,富汇金融,https://www.itjuzi.com/investevents/15799
2016.3.25,酷客美地,广告营销,Pre-A轮,浙江,2000万人民币,银杏谷资本 银江股份(银江资本) 暾澜投资,https://www.itjuzi.com/investevents/15800
2016.3.25,青橙视界,硬件,天使轮,广东,数百万人民币,和君资本,https://www.itjuzi.com/investevents/15801
2016.3.25,大特保,金融,B轮,北京,2000万美元,开发金控CDIB Venture Capital 联创策源 复星昆仲,https://www.itjuzi.com/investevents/15802
2016.3.25,鲜LIFE(鲜生活),电子商务,A轮,北京,1000万美元,贝塔斯曼亚洲投资基金 鼎晖投资,https://www.itjuzi.com/investevents/15803
2016.3.25,Holaverse欧拉网络,工具软件,C轮,上海,7000万美元,毅达资本 奇虎360 执一资本Yi Capital,https://www.itjuzi.com/investevents/15804
2016.3.25,正和岛新媒体,文化娱乐,A轮,北京,未透露,头头是道投资基金,https://www.itjuzi.com/investevents/15806
2016.3.25,元宝铺,金融,B轮,浙江,1亿人民币,腾讯 高榕资本Banyan Fund,https://www.itjuzi.com/investevents/15807
2016.3.25,FLYPRO飞豹无人机,硬件,B轮,广东,1.5亿人民币,深创投,https://www.itjuzi.com/investevents/15808
2016.3.25,爱创营销,广告营销,A轮,北京,数千万人民币,好望角投资,https://www.itjuzi.com/investevents/15811
